folio,Estado,p24,p43,p43m,p60,p151,region,escolaridadh,per_esc_h,per_esc_pm,per_ing_14,per_ing_hoy,mujer,edad,indigena,movilidad_ascendente,sin_movilidad,movilidad_descendente,prob,X
1104200010282022940201,11,4,2,2,3,9,4,9,4,4,7,6,1,32,0,0,0,1,-1.29712908576357,-1.3437052264393574
3105000013248014350201,31,3,2,2,2,8,5,11,7,2,4,5,0,35,1,1,0,0,-1.4154283965450576,-0.6785067943782366
0803600011417025380501,8,3,2,2,6,8,1,9,4,3,6,5,1,52,0,0,0,1,-0.3298363211720542,-1.6786207333080632
0901300010245014590201,9,3,2,4,4,7,4,9,4,4,4,7,0,31,0,1,0,0,-1.5478067507352569,-1.4758422403528413
0803700014565001320501,8,4,2,2,4,8,1,9,4,4,7,6,1,56,0,0,0,1,-0.1524774101310047,-1.8072966488154834
1606500060148002420501,16,5,2,2,12,8,3,0,1,1,5,1,1,51,1,0,0,1,0.0828722408927669,-2.4134953350541224
2111400011177018080201,21,2,11,2,7,8,4,18,10,9,10,10,0,40,0,0,1,0,-0.737011441713241,-0.7074798003462371
280220001246A010100401,28,5,2,2,5,6,1,9,4,4,6,10,0,38,0,1,0,0,-0.8183164704515471,-2.1234103591590316
0400300012882001250201,4,4,98,2,7,6,5,6,2,1,3,6,0,52,0,1,0,0,-0.8232894018714576,-2.072094791387795
280320001199A032090401,28,2,4,2,3,7,1,9,4,4,6,8,0,37,0,1,0,0,-1.4937004006370003,-1.5323354788844352
1200100012609012750501,12,1,98,2,6,7,5,12,7,4,1,5,1,54,1,1,0,0,-0.9592552195652052,-0.708672668498667
1412002313842012120201,14,1,2,2,3,8,3,12,7,3,9,10,0,52,0,1,0,0,-1.1313685386001258,-1.1573408624116452
050300001248A004610201,5,3,10,11,3,8,1,16,9,10,10,8,0,38,0,0,0,1,-1.1778570318579547,-1.030409623463193
110170001099A021940201,11,2,2,2,3,5,4,9,4,4,9,8,1,32,0,0,0,1,-1.8656789119634845,-1.5049205678393327
150310001104A067300451,15,4,4,6,5,8,4,9,4,9,6,1,1,40,0,0,0,1,-0.8785171443171282,-1.5363825169352086
0600400150219020730403,6,5,2,2,6,6,3,9,4,3,8,9,1,43,0,1,0,0,-0.8305095704467228,-2.1341228417191447
2603000015344039810203,26,2,2,2,9,8,1,6,2,4,8,6,0,59,0,0,0,1,0.021863914398417506,-1.9078070428243268
2800301221682011040401,28,2,4,2,4,8,1,14,9,7,6,4,1,40,1,0,0,1,-0.9322555956547229,-0.7226641434677517
0100100013505042830401,1,4,2,7,4,8,3,12,7,7,8,7,1,38,0,0,0,1,-1.2746512871757405,-1.4504419380501625
3201000010990004510401,32,4,2,2,7,7,2,12,7,1,9,10,1,44,0,1,0,0,-0.15479424212326398,-1.7921838965335755
140970831205A014110501,14,3,2,2,11,8,3,9,4,2,7,7,1,46,0,0,1,0,-0.4769151286337703,-1.7461065559447453
2501200010374018430201,25,2,2,2,2,6,2,12,7,4,10,10,0,42,0,0,1,0,-1.0568426903413868,-1.54370114791824
1409700320284001130201,14,5,2,2,6,8,3,15,9,4,9,10,0,34,0,1,0,0,-0.9383803132348637,-1.459368453612846
1503300011006006570201,15,1,2,2,8,7,4,6,2,4,7,3,0,52,0,0,0,1,-0.6265316742465061,-1.6377419922308203
020040001589A001950201,2,3,4,2,6,5,1,12,7,4,10,2,0,56,0,0,0,1,-0.2228236867159249,-1.8724612875480915
220160001133A041190202,22,5,10,6,5,5,4,16,9,10,9,4,0,39,0,0,0,1,-0.736191812141102,-1.5552371568215024
150810019108A010230450,15,1,6,6,4,10,4,16,9,9,10,10,1,34,0,0,1,0,-1.4416439004275947,-0.31206336187314476
2006700011819001930401,20,4,2,2,6,5,5,9,4,1,1,10,1,35,0,1,0,0,-1.3078658081045518,-1.6725009156654642
2603000014863016750501,26,5,2,2,15,7,1,6,2,4,4,4,1,64,0,0,1,0,1.2013251392492528,-2.5661129933143174
2111400011177008080501,21,4,2,9,4,7,4,6,2,7,9,8,0,46,0,0,0,1,-0.8468402511531954,-1.9160628004938574
1505800011344001310401,15,2,4,2,4,9,4,9,4,7,9,7,1,40,0,0,0,1,-1.1870259705927195,-1.1319649837761296
080170001095A016320501,8,5,2,2,7,9,1,9,4,4,8,8,1,49,0,0,1,0,0.014347454857720487,-1.8556103486756994
2104400300000001070301,21,4,2,2,13,6,4,11,7,4,6,8,1,34,0,1,0,0,-0.45000487086303265,-1.7589208143799167
2500100010436005550401,25,4,2,2,11,9,2,9,4,2,2,6,1,40,0,1,0,0,0.04250548157667766,-1.8429341943504771
1102000013006009880401,11,2,2,2,11,8,4,9,4,2,3,6,1,44,0,1,0,0,-0.4423225116942715,-1.4156312489763148
2111400012688004070201,21,5,2,2,9,9,4,6,2,1,4,2,0,44,1,0,0,1,0.04166784857482675,-1.6282987955219714
0900800010118007360301,9,1,6,4,3,9,4,15,9,9,10,10,1,34,0,0,1,0,-1.5862759704066631,-0.48471026471266593
2402800012910027630301,24,4,2,2,1,6,3,9,4,4,9,5,0,32,0,0,0,1,-1.9194830154686975,-1.8576241901967665
0804800640000001330201,8,5,6,4,5,8,1,12,7,9,8,10,0,52,0,1,0,0,-0.01981742176864071,-1.769792581041068
1503901511739015290201,15,4,2,5,5,9,4,12,7,7,3,10,0,43,0,1,0,0,-0.5553949358282744,-1.2736421974849848
2802200011531005110201,28,3,10,8,3,8,1,17,10,10,9,9,0,39,0,0,1,0,-1.0607709474038485,-0.9773165184608137
1508100191018018250201,15,1,4,2,8,8,4,12,7,7,7,3,0,59,0,0,0,1,-0.08656992630593296,-1.1382381830876294
170070001051A025610201,17,4,2,2,3,5,4,16,9,3,8,2,0,31,0,0,0,1,-1.3574796831001588,-1.3236546399183415
2111400014294023080301,21,4,2,4,5,8,4,12,7,7,9,9,1,36,1,0,1,0,-0.782369355585095,-0.9689282011020645
1200100012609038760501,12,2,4,6,8,6,5,12,7,9,9,6,0,45,1,0,0,1,-0.7539791949289512,-0.8640961680088967
0901000011824002400301,9,3,4,3,1,7,4,12,7,7,8,8,1,34,0,0,1,0,-1.6021994540551736,-1.1756329234320053
1306700070000001050401,13,5,2,2,8,8,4,6,2,1,3,1,0,36,1,0,0,1,-0.4709260348590971,-1.666517823282951
0100100012121019830102,1,4,2,4,9,8,3,9,4,4,4,8,1,54,0,1,0,0,-0.1446321061289082,-1.8927298650821713
1802000840291010650402,18,5,2,2,6,5,2,9,4,4,6,4,1,35,0,0,0,1,-0.6871910498171258,-2.298273597756319
2300100010028013370201,23,2,11,10,1,6,5,16,9,10,9,10,0,62,0,1,0,0,-0.7162780458665003,-0.8594481319908044
3006900010109036820302,30,3,6,11,3,8,5,15,9,10,7,3,0,32,0,0,0,1,-1.6575534379482175,-0.6840087586839378
1503300012201021570551,15,5,2,2,7,6,4,9,4,2,4,5,1,46,0,1,0,0,-0.31072176891404424,-2.0020107764911206
0901000011824004410501,9,2,2,2,3,6,4,9,4,4,9,8,1,47,0,0,0,1,-1.1189974726169931,-1.4921824592520228
1200100012609038760501,12,2,4,6,8,6,5,12,7,9,9,6,0,45,1,0,0,1,-0.7539791949289512,-0.8640961680088967
2802200011531005110201,28,3,10,8,3,8,1,17,10,10,9,9,0,39,0,0,1,0,-1.0607709474038485,-0.9773165184608137
0502700010651011660401,5,4,2,2,12,8,1,6,2,1,6,4,1,44,0,0,0,1,-0.08921137675196777,-2.1137133138259516
1000500014446040630201,10,5,2,2,9,8,2,3,1,2,7,1,0,57,0,0,0,1,0.6112341362997056,-2.6521179788771185
2405000580000001680201,24,5,2,2,8,8,3,9,4,1,2,3,0,47,0,1,0,0,-0.33535134636810793,-2.023755783474531
090130001121A014580201,9,4,4,4,3,4,4,15,9,7,7,10,0,58,0,1,0,0,-0.24047158109506678,-1.6817948142372552
090100001224A031390501,9,2,4,2,3,8,4,9,4,7,8,7,1,57,0,0,0,1,-0.5517801480154683,-1.3362409248939202
080190001361A024390501,8,2,2,2,5,8,1,17,10,4,7,10,1,46,0,1,0,0,-0.6363280222721117,-0.892271612655161
1502900010166037300201,15,2,4,2,11,8,4,15,9,7,10,7,0,51,0,0,0,1,0.06059513660264748,-1.0742780121231357
1903100010995017840401,19,3,2,2,5,6,1,9,4,4,5,2,1,37,0,0,0,1,-1.2218029380288933,-1.7827160819305328
3204400010109038510201,32,5,2,2,9,8,2,4,2,1,4,10,0,55,0,1,0,0,0.5474840937855074,-2.5661654755112955
260180001071A021790501,26,2,2,2,10,8,1,6,2,2,3,9,1,64,0,1,0,0,0.3178059012750821,-1.9162551263733123
2700600430000001910301,27,5,2,2,3,7,5,9,4,3,3,3,1,33,0,0,1,0,-1.3773407567971716,-1.515563642198218
1700600010635021600201,17,3,2,2,9,8,4,17,10,4,6,10,0,59,0,1,0,0,0.485636457821396,-1.0818069196711226
2405800010167028680501,24,5,2,2,8,6,3,9,4,3,4,4,1,48,0,0,1,0,-0.4263265057033656,-2.209364257522983
0900500011307034850401,9,3,6,2,4,6,4,12,7,7,10,9,0,35,0,0,0,1,-1.3249159486802295,-1.410161891710512
1501000010249034250401,15,4,2,2,6,8,4,9,4,4,5,4,1,40,0,0,0,1,-0.7258753102680976,-1.5722607450136479
150570001032A016230401,15,5,2,2,7,6,4,1,1,1,2,1,1,35,0,0,0,1,-1.04038831129253,-2.510289336992348
2300500012729006380201,23,4,2,3,7,11,5,12,7,7,6,4,0,42,1,0,0,1,-0.3015309279516707,-0.5601190790971284
170120001005A018530101,17,5,2,2,5,7,4,9,4,2,3,6,1,40,0,1,0,0,-0.7028408061580613,-1.807754827551613
2111400014294028080201,21,2,2,2,6,7,4,12,7,4,6,6,0,60,0,0,1,0,-0.09705560644349209,-1.3569793120916622
2201400013365021750401,22,3,2,6,2,8,4,12,7,7,10,9,1,41,0,0,0,1,-1.1707407318261414,-1.1154588368741605
0801900013111001380301,8,2,2,2,4,8,1,15,9,4,9,9,1,34,0,0,1,0,-1.330752910861429,-0.9368851782722099
2602900012067036800101,26,4,98,2,2,8,1,8,4,4,4,4,1,55,0,0,1,0,-0.7790251414401655,-1.9455425375404236
2403500010800022630501,24,2,2,2,4,8,3,9,4,2,10,6,1,45,0,0,0,1,-1.3023013308885287,-1.4482223209440017
1412402350000001130201,14,5,98,2,9,8,3,1,1,2,3,7,0,61,0,1,0,0,-0.207812506525753,-2.8333565219932177
1100200270380038950401,11,5,4,4,4,8,4,12,7,7,9,9,0,39,0,0,1,0,-0.7095234532135577,-1.489258243641369
2500600011892066510201,25,5,2,2,5,8,2,11,7,1,2,3,0,42,0,1,0,0,-0.2020828626556746,-1.8870801622198563
1000500010208028650301,10,3,7,2,5,9,2,18,10,7,6,10,0,60,0,1,0,0,0.5225554427319675,-1.1032700799037223
161020106100A004410402,16,5,9,2,6,9,3,9,4,7,6,6,1,44,0,0,1,0,-0.638221397475731,-1.8119790957061106
0803700016595006370501,8,4,2,2,6,9,1,6,2,4,3,7,1,63,0,1,0,0,0.317279044932945,-2.001454211978303
2201400013651019210201,22,3,2,2,3,8,4,16,9,3,9,7,0,61,0,0,0,1,0.025541129712227162,-1.041669323639518
1512100010271002240201,15,5,2,2,3,7,4,9,4,4,6,1,0,36,0,0,0,1,-1.04017676656484,-1.7849340039706618
1902600012510011850401,19,4,2,3,6,8,1,21,10,7,10,10,1,46,0,0,1,0,-0.11443768214298589,-0.9065776567843573
205050001011A024940401,20,5,11,4,4,7,5,15,9,10,6,7,1,41,0,1,0,0,-0.8184239785721663,-1.1557984175067344
3202000010234033460201,32,5,4,4,4,7,2,20,10,7,7,9,0,56,0,1,0,0,0.5115123701200079,-1.4111762220542106
1408500010245008170501,14,5,2,2,16,8,3,3,1,1,6,7,1,64,0,1,0,0,0.9542438279876719,-2.6950240031821195
170070001051A025610201,17,4,2,2,3,5,4,16,9,3,8,2,0,31,0,0,0,1,-1.3574796831001588,-1.3236546399183415
1610201030000001410403,16,5,2,2,8,9,3,5,2,2,6,3,0,35,0,0,0,1,-0.9406453253804692,-2.122348009650977
2800301222055027030201,28,3,2,2,6,8,1,16,9,4,9,9,0,38,0,0,1,0,-0.7551531026753072,-1.122731525435918
0503000015037015650501,5,4,2,2,11,6,1,6,2,2,6,4,1,50,0,0,0,1,-0.01699264055942007,-2.357296469668142
0100100010799017910201,1,3,2,2,4,8,3,9,4,4,7,4,0,42,0,0,0,1,-1.250788897893355,-1.618210649532605
3204201761225003520301,32,5,2,2,3,8,2,9,4,2,5,7,0,35,0,1,0,0,-0.7542473718133182,-1.943890093942029
0503500012611033670201,5,2,6,6,4,8,1,15,9,9,10,6,0,39,0,0,0,1,-1.1534595151240505,-1.003391878621952
0900800010103010350401,9,1,4,4,2,8,4,12,7,7,7,8,1,35,0,1,0,0,-1.7620051722941348,-0.7983334186719645
2111400015930060070501,21,3,2,2,5,7,4,9,4,1,4,8,1,47,1,1,0,0,-0.5591183427024611,-1.23685422047657
2501200010374006430401,25,3,2,2,2,8,2,15,9,1,8,6,1,42,0,0,0,1,-0.7092698914374719,-1.199311310637804
1503300010811026590201,15,4,2,2,3,7,4,9,4,3,8,8,0,54,1,0,1,0,-0.22308515084393926,-1.4312352812754219
0708900011789005560501,7,2,4,2,4,8,5,9,4,4,6,6,1,44,0,0,1,0,-1.2398389427855776,-1.067241130033604
0900600010679011910301,9,3,2,2,2,7,4,9,4,4,5,8,0,39,0,1,0,0,-1.3263829268548282,-1.4955721320016289
2104400300000001080202,21,5,2,2,3,8,4,9,4,4,1,4,0,50,1,1,0,0,-0.18044220644555659,-1.4364307610397413
0503000012545012660501,5,4,2,2,6,9,1,17,10,4,10,9,0,47,0,0,0,1,-0.08755637718441756,-1.1416086498485012
2402800012893040670201,24,4,2,4,3,4,3,16,9,7,7,7,0,36,0,0,1,0,-1.5093590741764622,-1.633670478081096
2803200011152007090401,28,3,4,2,3,7,1,12,7,7,8,8,1,39,0,0,1,0,-1.1702556567317657,-1.425974707875338
240280001293A014610201,24,2,2,2,6,7,3,9,4,4,9,7,0,35,0,0,0,1,-1.6238661893955317,-1.5819801610237645
1304800011993014990401,13,4,2,2,4,8,4,12,7,4,8,5,1,43,0,0,0,1,-0.6785182671877907,-1.3321536905921554
1412000015340052690301,14,3,6,6,2,7,3,18,10,9,9,9,0,33,0,0,1,0,-1.717117787199009,-0.9622778335073378
1411600010258007190401,14,5,2,2,7,8,3,6,2,4,5,5,1,44,0,0,1,0,-0.6655645908562291,-2.155039472508695
0900500010760008850201,9,2,2,2,7,6,4,9,4,1,6,8,0,62,0,1,0,0,-0.060129885831912255,-1.7216549892196755
0400200011514033190201,4,5,6,6,2,8,5,11,7,9,9,6,1,31,0,0,0,1,-1.5155516729364362,-1.2110729173572476
1000700010819008690201,10,5,2,2,5,7,2,6,2,3,3,9,0,60,0,1,0,0,0.4259984400991044,-2.482353147924547
3008900010120044290202,30,5,2,2,4,8,5,9,4,1,4,1,0,32,0,0,0,1,-1.2570356514311396,-1.4633424413174008
1000500013753009650201,10,2,3,3,6,7,2,17,10,7,7,6,0,39,0,0,0,1,-0.6652919377974621,-1.1290016269900292
0900500010436004150501,9,2,2,2,4,6,4,10,6,4,7,2,1,55,0,0,0,1,-0.6363040709561599,-1.4936677377951624
2500600980000001490101,25,5,2,2,4,7,2,17,10,3,6,9,1,52,0,1,0,0,0.25929712994249365,-1.5630741501254575
0900600010217036970401,9,4,2,6,1,5,4,9,4,7,8,6,0,38,0,0,0,1,-1.4647001097209762,-1.8195527695925502
0100600010070002890201,1,3,2,2,3,6,3,12,7,4,8,9,0,40,0,1,0,0,-1.461647465724295,-1.5906517422087818
3019300010171019270401,30,5,2,2,4,6,5,9,4,4,3,3,1,41,0,0,1,0,-0.9807021048428217,-1.7020891276400323
1610800030927010470202,16,5,4,2,5,7,3,11,7,4,10,8,0,42,0,0,0,1,-0.8365391099709394,-1.8969159206132633
110170001117A033930401,11,4,2,2,2,7,4,9,4,3,7,4,1,41,0,0,0,1,-1.0871695848496814,-1.6072152118843657
0901300010334036580501,9,2,2,2,5,6,4,8,4,4,8,5,0,64,0,0,0,1,-0.17099496685883647,-1.765577459453023
3205600010148036470501,32,2,2,2,20,8,2,9,4,3,5,2,1,52,0,0,0,1,0.9846196174165375,-1.9358752334536726
1306300260000001050501,13,5,2,2,10,8,4,6,2,3,5,7,1,45,0,1,0,0,-0.06298884226332235,-2.051672887344602
0200400016493033970105,2,2,6,11,3,8,1,9,4,10,8,8,1,33,0,0,1,0,-1.777470529978541,-1.311198307677422
0503000012418009620301,5,3,4,2,3,8,1,12,7,7,7,9,0,31,0,1,0,0,-1.4586532308194238,-1.3062425546883758
1902600011315018850201,19,1,6,6,4,9,1,17,10,9,10,10,0,48,0,0,1,0,-0.7944250189072324,-0.6613273677316449
2006700010929013930201,20,2,11,7,3,8,5,14,9,10,6,4,0,48,0,0,0,1,-1.0815568318984916,-0.7420102497958545
1505300260000001250401,15,1,7,4,2,8,4,14,9,9,9,9,1,36,0,0,1,0,-1.6717480000440728,-0.6632101148646313
1200100011189046770201,12,2,2,2,4,8,5,12,7,4,5,9,0,64,0,1,0,0,-0.20852847069789915,-1.0254809120138666
0901000012112036410401,9,1,4,4,3,9,4,12,7,7,9,8,1,36,0,0,0,1,-1.5708064065433396,-0.7136184551710779
2700402512132004990501,27,4,2,2,8,7,5,3,1,3,4,9,1,57,1,1,0,0,-0.01669260658096028,-1.7428013633234705
2402800013251072630201,24,4,2,2,7,5,3,13,9,2,4,3,0,58,0,0,0,1,-0.1475534304667101,-1.978113934897563
1503300012324002570401,15,1,2,2,5,8,4,12,7,4,7,3,0,44,0,0,0,1,-1.0293226459418026,-0.9731787718728618
3201000010914001460501,32,4,2,2,6,8,2,11,7,4,8,9,1,47,0,1,0,0,-0.07446055739939383,-1.7513914032660358
1403900014283018120201,14,2,4,4,4,7,3,9,4,7,9,8,1,34,0,0,0,1,-1.9019324480537263,-1.4812880366632846
2501200012544015430201,25,5,2,2,9,7,2,15,9,4,9,8,0,48,0,0,0,1,0.47695983399625086,-1.832694343102728
140970822194A011120201,14,2,2,2,3,8,3,12,7,4,10,6,0,33,0,0,0,1,-1.8354070335482346,-1.175274450763275
3003500010064007810202,30,4,11,11,1,8,5,17,10,10,10,8,0,47,1,0,0,1,-0.7797085525219167,-0.41724149141937833
1502900010132041300401,15,4,2,2,2,7,4,9,4,3,8,2,0,40,1,0,0,1,-0.9531829479807582,-1.3172283932293696
2300500010582011250101,23,4,8,2,7,9,5,16,9,9,10,10,1,38,0,0,1,0,-0.6779884487341852,-0.7624187238538865
0901400010543012460501,9,2,10,6,2,8,4,17,10,10,10,9,1,59,0,0,0,1,-0.4037253124150728,-0.7370640745097357
